visit_date,hits,visitors,mean,anomalyClass
2019-01-02,175,36,4.861111111111111,0
2019-01-03,111,33,3.3636363636363638,0
2019-01-04,87,25,3.48,0
2019-01-05,132,31,4.258064516129032,0
2019-01-06,76,21,3.619047619047619,0
2019-01-07,177,45,3.933333333333333,0
2019-01-08,120,35,3.4285714285714284,0
2019-01-09,120,30,4.0,0
2019-01-10,136,36,3.7777777777777777,0
2019-01-11,103,28,3.6785714285714284,0
2019-01-12,132,29,4.551724137931035,0
2019-01-13,88,41,2.1463414634146343,0
2019-01-14,130,48,2.7083333333333335,0
2019-01-15,157,63,2.492063492063492,0
2019-01-16,147,37,3.972972972972973,0
2019-01-17,141,54,2.611111111111111,0
2019-01-18,624,37,16.864864864864863,1
2019-01-19,121,38,3.1842105263157894,0
2019-01-20,144,34,4.235294117647059,0
2019-01-21,151,43,3.511627906976744,0
2019-01-22,112,43,2.604651162790698,0
2019-01-23,125,37,3.3783783783783785,0
2019-01-24,126,33,3.8181818181818183,0
2019-01-25,91,27,3.3703703703703702,0
2019-01-26,2001,269,7.438661710037175,1
2019-01-27,614,117,5.247863247863248,1
2019-01-28,7448,265,28.10566037735849,1
2019-01-29,8554,245,34.91428571428571,1
2019-01-30,6395,238,26.869747899159663,1
2019-01-31,6969,262,26.599236641221374,1
2019-02-01,6413,221,29.018099547511312,1
2019-02-02,5414,221,24.497737556561084,1
2019-02-03,4647,190,24.457894736842107,1
2019-02-04,4477,177,25.293785310734464,1
2019-02-05,2332,157,14.853503184713375,1
2019-02-06,1105,102,10.833333333333334,1
2019-02-07,66,29,2.2758620689655173,0
2019-02-08,416,75,5.546666666666667,1
2019-02-09,1564,154,10.155844155844155,1
2019-02-10,294,56,5.25,1
2019-02-11,1031,112,9.205357142857142,1
2019-02-12,2583,252,10.25,1
2019-02-13,1369,107,12.794392523364486,1
2019-02-14,1661,193,8.606217616580311,1
2019-02-15,1383,124,11.153225806451612,1
2019-02-16,512,71,7.211267605633803,1
2019-02-17,142,29,4.896551724137931,0
2019-02-18,175,47,3.723404255319149,0
2019-02-19,193,48,4.020833333333333,0
2019-02-20,168,61,2.7540983606557377,0
2019-02-21,130,44,2.9545454545454546,0
2019-02-22,154,31,4.967741935483871,0
2019-02-23,94,25,3.76,0
2019-02-24,110,27,4.074074074074074,0
2019-02-25,141,40,3.525,0
2019-02-26,180,44,4.090909090909091,0
2019-02-27,113,45,2.511111111111111,0
2019-02-28,168,43,3.9069767441860463,0
2019-03-01,594,37,16.054054054054053,1
2019-03-02,148,37,4.0,0
2019-03-03,122,55,2.2181818181818183,0
2019-03-04,132,43,3.0697674418604652,0
2019-03-05,99,35,2.8285714285714287,0
2019-03-06,158,33,4.787878787878788,0
2019-03-07,94,35,2.6857142857142855,0
2019-03-08,119,32,3.71875,0
2019-03-09,133,46,2.891304347826087,0
2019-03-10,171,43,3.9767441860465116,0
2019-03-11,148,38,3.8947368421052633,0
2019-03-12,159,59,2.694915254237288,0
2019-03-13,108,44,2.4545454545454546,0
2019-03-14,200,30,6.666666666666667,0
2019-03-15,129,40,3.225,0
2019-03-16,152,30,5.066666666666666,0
2019-03-17,99,42,2.357142857142857,0
2019-03-18,142,41,3.4634146341463414,0
2019-03-19,178,52,3.423076923076923,0
2019-03-20,382,77,4.961038961038961,1
2019-03-21,129,55,2.3454545454545452,0
2019-03-22,261,45,5.8,1
2019-03-23,120,38,3.1578947368421053,0
2019-03-24,253,44,5.75,1
2019-03-25,1307,383,3.412532637075718,1
2019-03-26,187,57,3.280701754385965,0
2019-03-27,1234,364,3.39010989010989,1
2019-03-28,153,44,3.477272727272727,0
2019-03-29,111,39,2.8461538461538463,0
2019-03-30,113,41,2.7560975609756095,0
2019-03-31,205,70,2.9285714285714284,0
2019-04-01,6041,325,18.587692307692308,1
2019-04-02,15105,328,46.051829268292686,1
2019-04-03,134,43,3.116279069767442,0
2019-04-04,111,26,4.269230769230769,0
2019-04-05,101,21,4.809523809523809,0
2019-04-06,265,21,12.619047619047619,1
2019-04-07,113,33,3.4242424242424243,0
2019-04-08,179,41,4.365853658536586,0
2019-04-09,443,40,11.075,1
2019-04-10,247,31,7.967741935483871,1
